iso_code,country,year,renewables_share_energy,fossil_share_energy,coal_share_energy,oil_share_energy,gas_share_energy
SWE,Sweden,1997,30.62,39.797,4.664,33.865,1.267
SWE,Sweden,1998,31.589,38.68,4.485,32.996,1.199
SWE,Sweden,1999,31.011,38.762,4.382,33.151,1.229
SWE,Sweden,2000,36.656,38.229,4.707,32.247,1.275
SWE,Sweden,2001,34.203,36.394,4.773,30.276,1.346
SWE,Sweden,2002,31.103,39.418,5.485,32.468,1.466
SWE,Sweden,2003,27.305,41.848,5.717,34.578,1.554
SWE,Sweden,2004,29.336,38.245,5.394,31.432,1.419
SWE,Sweden,2005,33.911,36.271,4.885,30.046,1.339
SWE,Sweden,2006,31.833,39.05,5.748,31.808,1.494
SWE,Sweden,2007,34.16,37.365,5.266,30.583,1.516
SWE,Sweden,2008,36.048,36.847,5.298,30.165,1.384
SWE,Sweden,2009,38.656,37.095,4.113,30.947,2.035
SWE,Sweden,2010,37.37,37.797,5.134,30.108,2.555
SWE,Sweden,2011,38.676,35.016,4.652,28.313,2.051
SWE,Sweden,2012,42.346,31.323,3.804,25.819,1.699
SWE,Sweden,2013,38.22,32.824,4.159,26.921,1.744
SWE,Sweden,2014,39.703,32.036,3.943,26.654,1.439
SWE,Sweden,2015,45.535,30.83,3.827,25.456,1.547
SWE,Sweden,2016,40.906,32.326,3.822,26.818,1.687
SWE,Sweden,2017,41.625,31.609,3.683,26.359,1.567
SWE,Sweden,2018,41.607,29.607,3.8,24.09,1.717
SWE,Sweden,2019,43.747,29.312,3.706,23.914,1.692
SWE,Sweden,2020,51.056,28.042,3.203,23.134,1.705
SWE,Sweden,2021,50.01,28.762,3.08,23.952,1.729
SWE,Sweden,2022,52.434,26.392,3.06,22.005,1.327
SWE,Sweden,2023,52.459,27.144,3.217,22.413,1.514
CHE,Switzerland,1980,31.113,55.62,1.322,51.278,3.02
CHE,Switzerland,1981,33.01,52.781,1.96,47.556,3.265
CHE,Switzerland,1982,34.476,51.196,1.772,45.901,3.523
CHE,Switzerland,1983,32.286,53.43,1.485,48.226,3.719
CHE,Switzerland,1984,28.391,54.336,1.965,48.097,4.273
CHE,Switzerland,1985,28.476,51.874,1.848,45.836,4.19
CHE,Switzerland,1986,27.912,53.36,1.514,47.76,4.085
CHE,Switzerland,1987,29.649,51.137,1.419,45.307,4.411
CHE,Switzerland,1988,30.374,50.725,1.203,45.113,4.41
CHE,Switzerland,1989,27.088,52.686,1.328,46.235,5.123
CHE,Switzerland,1990,25.902,54.028,1.273,47.498,5.257
CHE,Switzerland,1991,27.136,53.875,1.054,47.072,5.749
CHE,Switzerland,1992,27.266,53.642,0.718,46.975,5.948
CHE,Switzerland,1993,29.895,51.028,0.604,44.163,6.261
CHE,Switzerland,1994,31.106,49.936,0.582,43.471,5.882
CHE,Switzerland,1995,29.6,49.972,0.659,42.478,6.836
CHE,Switzerland,1996,25.121,53.579,0.508,45.431,7.64
CHE,Switzerland,1997,27.801,52.038,0.367,44.764,6.908
CHE,Switzerland,1998,27.211,52.416,0.303,45.046,7.068
CHE,Switzerland,1999,31.122,50.019,0.302,41.915,7.803
CHE,Switzerland,2000,29.476,50.038,0.45,41.641,7.947
CHE,Switzerland,2001,30.748,49.914,0.44,41.728,7.745
CHE,Switzerland,2002,28.021,51.062,0.436,42.464,8.162
CHE,Switzerland,2003,27.866,50.92,0.452,41.752,8.716
CHE,Switzerland,2004,27.041,52.22,0.43,42.778,9.012
CHE,Switzerland,2005,26.14,55.197,0.503,45.0,9.694
CHE,Switzerland,2006,25.217,53.257,0.528,43.558,9.171
CHE,Switzerland,2007,28.119,50.651,0.584,41.247,8.821
CHE,Switzerland,2008,27.972,51.564,0.514,41.846,9.205
CHE,Switzerland,2009,28.184,51.043,0.495,41.528,9.02
CHE,Switzerland,2010,27.969,52.38,0.491,41.935,9.955
CHE,Switzerland,2011,27.144,51.594,0.486,41.638,9.471
CHE,Switzerland,2012,30.448,50.472,0.415,40.225,9.832
CHE,Switzerland,2013,29.926,50.996,0.441,40.343,10.212
CHE,Switzerland,2014,31.115,47.888,0.471,38.187,9.23
CHE,Switzerland,2015,32.122,49.96,0.44,39.426,10.094
CHE,Switzerland,2016,31.376,51.305,0.431,39.596,11.278
CHE,Switzerland,2017,31.293,52.153,0.413,40.45,11.29
CHE,Switzerland,2018,31.434,49.242,0.379,38.3,10.563
CHE,Switzerland,2019,32.559,48.366,0.325,37.658,10.382
CHE,Switzerland,2020,35.598,45.604,0.34,33.955,11.308
CHE,Switzerland,2021,37.276,46.596,0.366,36.322,9.908
CHE,Switzerland,2022,31.096,49.408,0.37,36.324,12.713
CHE,Switzerland,2023,35.636,45.961,0.275,34.704,10.983
TWN,Taiwan,1980,2.591,90.148,14.183,69.429,6.536
TWN,Taiwan,1981,4.539,85.353,14.003,65.391,5.958
TWN,Taiwan,1982,4.082,84.77,14.77,65.902,4.098
TWN,Taiwan,1983,3.832,81.659,17.96,59.871,3.828
TWN,Taiwan,1984,3.231,78.671,19.981,54.996,3.694
TWN,Taiwan,1985,4.227,75.548,20.246,52.134,3.168
TWN,Taiwan,1986,3.966,78.619,22.631,53.338,2.65
TWN,Taiwan,1987,3.292,76.924,22.621,51.827,2.476
TWN,Taiwan,1988,2.526,80.921,23.706,54.66,2.554
TWN,Taiwan,1989,2.587,83.02,23.306,57.289,2.425
TWN,Taiwan,1990,3.164,81.126,21.624,55.846,3.656
TWN,Taiwan,1991,1.866,82.181,22.4,54.761,5.021
TWN,Taiwan,1992,2.916,82.679,24.367,53.625,4.688
TWN,Taiwan,1993,1.757,84.435,25.873,53.929,4.633
TWN,Taiwan,1994,2.026,84.767,25.373,54.093,5.302
TWN,Taiwan,1995,1.878,85.537,24.612,55.351,5.575
TWN,Taiwan,1996,1.804,85.262,26.661,53.138,5.464
TWN,Taiwan,1997,1.887,86.386,28.807,51.523,6.056
TWN,Taiwan,1998,2.103,86.636,29.525,50.332,6.779
TWN,Taiwan,1999,1.723,87.188,29.125,51.474,6.589
TWN,Taiwan,2000,1.566,87.927,32.11,49.168,6.648
TWN,Taiwan,2001,1.734,88.936,32.643,49.356,6.937
TWN,Taiwan,2002,1.158,88.927,34.028,47.439,7.46
TWN,Taiwan,2003,1.214,89.51,34.7,47.446,7.365
TWN,Taiwan,2004,1.222,89.788,34.641,46.548,8.599
TWN,Taiwan,2005,1.409,89.678,34.835,46.282,8.561
TWN,Taiwan,2006,1.411,89.977,35.608,45.428,8.942
TWN,Taiwan,2007,1.531,90.109,35.797,45.205,9.107
TWN,Taiwan,2008,1.513,89.811,35.599,43.93,10.282
TWN,Taiwan,2009,1.468,89.478,34.984,44.148,10.345
TWN,Taiwan,2010,1.532,90.071,35.035,43.045,11.99
TWN,Taiwan,2011,1.604,89.916,36.438,40.235,13.243
TWN,Taiwan,2012,1.971,89.864,35.93,39.916,14.018
TWN,Taiwan,2013,1.964,89.85,35.945,40.116,13.788
TWN,Taiwan,2014,1.688,90.205,35.526,40.497,14.183
TWN,Taiwan,2015,1.76,91.297,34.475,41.646,15.175
TWN,Taiwan,2016,2.162,91.885,34.724,41.472,15.689
TWN,Taiwan,2017,2.089,93.717,35.206,41.138,17.373
TWN,Taiwan,2018,2.094,92.812,35.037,40.268,17.507
TWN,Taiwan,2019,2.611,91.348,35.046,38.739,17.562
TWN,Taiwan,2020,2.676,91.286,33.745,38.185,19.356
TWN,Taiwan,2021,2.932,92.06,34.075,38.018,19.967
TWN,Taiwan,2022,4.235,91.319,33.466,36.471,21.382
TWN,Taiwan,2023,5.005,91.526,33.067,36.131,22.328
THA,Thailand,1980,2.436,97.564,3.607,93.956,0.0
THA,Thailand,1981,5.671,94.329,3.998,88.438,1.892
THA,Thailand,1982,7.145,92.855,5.09,78.344,9.42
THA,Thailand,1983,6.215,93.785,4.456,79.221,10.109
THA,Thailand,1984,6.25,93.75,5.06,75.078,13.612
THA,Thailand,1985,5.407,94.593,9.722,67.755,17.117
THA,Thailand,1986,7.626,92.374,8.977,66.088,17.308
THA,Thailand,1987,4.897,95.103,11.335,62.78,20.987
THA,Thailand,1988,4.017,95.983,10.371,63.616,21.995
THA,Thailand,1989,5.126,94.874,10.923,65.302,18.648
THA,Thailand,1990,3.878,96.122,12.847,66.094,17.181
THA,Thailand,1991,3.236,96.764,13.631,63.86,19.272
THA,Thailand,1992,2.724,97.276,13.33,64.855,19.091
THA,Thailand,1993,2.092,97.908,13.079,65.782,19.047
THA,Thailand,1994,2.278,97.722,13.458,65.507,18.758
THA,Thailand,1995,3.056,96.944,13.606,66.122,17.216
THA,Thailand,1996,2.978,97.022,14.629,64.666,17.727
THA,Thailand,1997,2.807,97.193,14.33,61.743,21.121
THA,Thailand,1998,2.24,97.76,12.474,60.817,24.469
THA,Thailand,1999,1.521,98.479,12.509,60.329,25.641
THA,Thailand,2000,2.432,97.568,12.381,56.568,28.619
THA,Thailand,2001,2.432,97.568,13.069,53.055,31.444
THA,Thailand,2002,2.662,97.338,12.869,52.943,31.526
THA,Thailand,2003,2.58,97.42,12.223,53.975,31.221
THA,Thailand,2004,2.204,97.796,12.611,55.086,30.098
THA,Thailand,2005,2.108,97.892,13.212,53.25,31.431
THA,Thailand,2006,2.724,97.276,13.809,51.771,31.696
THA,Thailand,2007,2.832,97.168,15.005,49.51,32.653
THA,Thailand,2008,2.862,97.138,16.182,46.662,34.294
THA,Thailand,2009,2.98,97.02,15.791,46.809,34.421
THA,Thailand,2010,2.75,97.25,15.233,45.349,36.668
THA,Thailand,2011,3.442,96.558,15.073,44.885,36.6
THA,Thailand,2012,3.781,96.219,14.837,43.713,37.669
THA,Thailand,2013,3.8,96.2,14.378,44.558,37.264
THA,Thailand,2014,4.24,95.76,15.335,43.579,36.846
THA,Thailand,2015,4.202,95.798,14.832,43.929,37.038
THA,Thailand,2016,4.617,95.383,14.819,44.543,36.02
THA,Thailand,2017,5.318,94.682,14.601,45.067,35.014
THA,Thailand,2018,6.379,93.621,15.092,44.627,33.902
THA,Thailand,2019,6.951,93.049,13.441,45.107,34.501
THA,Thailand,2020,6.97,93.03,15.411,43.588,34.03
THA,Thailand,2021,7.034,92.966,15.7,43.294,33.972
THA,Thailand,2022,7.248,92.752,14.275,46.472,32.004
THA,Thailand,2023,7.608,92.392,12.135,46.19,34.066
TTO,Trinidad and Tobago,1980,0.169,99.831,0.0,40.741,59.089
TTO,Trinidad and Tobago,1981,0.117,99.883,0.0,38.24,61.643
TTO,Trinidad and Tobago,1982,0.095,99.905,0.0,36.115,63.79
TTO,Trinidad and Tobago,1983,0.086,99.914,0.0,32.179,67.735
TTO,Trinidad and Tobago,1984,0.071,99.929,0.0,27.925,72.004
TTO,Trinidad and Tobago,1985,0.09,99.91,0.0,28.588,71.322
TTO,Trinidad and Tobago,1986,0.132,99.868,0.0,29.673,70.195
TTO,Trinidad and Tobago,1987,0.167,99.833,0.0,21.067,78.766
TTO,Trinidad and Tobago,1988,0.132,99.868,0.0,17.37,82.498
TTO,Trinidad and Tobago,1989,0.13,99.87,0.0,15.854,84.016
TTO,Trinidad and Tobago,1990,0.139,99.861,0.0,21.362,78.499
TTO,Trinidad and Tobago,1991,0.113,99.887,0.0,20.115,79.772
TTO,Trinidad and Tobago,1992,0.128,99.872,0.0,27.044,72.828
TTO,Trinidad and Tobago,1993,0.113,99.887,0.0,22.34,77.547
TTO,Trinidad and Tobago,1994,0.122,99.878,0.0,16.07,83.808
TTO,Trinidad and Tobago,1995,0.116,99.884,0.0,16.92,82.964
TTO,Trinidad and Tobago,1996,0.053,99.947,0.0,17.265,82.682
TTO,Trinidad and Tobago,1997,0.056,99.944,0.0,10.195,89.749
TTO,Trinidad and Tobago,1998,0.055,99.945,0.0,11.526,88.419
TTO,Trinidad and Tobago,1999,0.049,99.951,0.0,18.343,81.607
TTO,Trinidad and Tobago,2000,0.054,99.946,0.0,14.63,85.316
TTO,Trinidad and Tobago,2001,0.074,99.926,0.0,14.128,85.798
TTO,Trinidad and Tobago,2002,0.06,99.94,0.0,13.768,86.172
TTO,Trinidad and Tobago,2003,0.028,99.972,0.0,12.624,87.349
TTO,Trinidad and Tobago,2004,0.046,99.954,0.0,12.366,87.588
TTO,Trinidad and Tobago,2005,0.041,99.959,0.0,12.498,87.461
TTO,Trinidad and Tobago,2006,0.041,99.959,0.0,11.105,88.853
TTO,Trinidad and Tobago,2007,0.031,99.969,0.0,11.228,88.741
TTO,Trinidad and Tobago,2008,0.033,99.967,0.0,12.12,87.847
TTO,Trinidad and Tobago,2009,0.032,99.968,0.0,11.795,88.172
TTO,Trinidad and Tobago,2010,0.005,99.995,0.0,11.18,88.815
TTO,Trinidad and Tobago,2011,0.005,99.995,0.0,11.154,88.841
TTO,Trinidad and Tobago,2012,0.007,99.993,0.0,10.421,89.572
TTO,Trinidad and Tobago,2013,0.007,99.993,0.0,10.94,89.053
TTO,Trinidad and Tobago,2014,0.007,99.993,0.0,10.364,89.629
TTO,Trinidad and Tobago,2015,0.007,99.993,0.0,11.538,88.455
TTO,Trinidad and Tobago,2016,0.008,99.992,0.0,13.44,86.552
TTO,Trinidad and Tobago,2017,0.008,99.992,0.0,11.377,88.616
TTO,Trinidad and Tobago,2018,0.008,99.992,0.0,10.449,89.543
TTO,Trinidad and Tobago,2019,0.008,99.992,0.0,10.478,89.514
TTO,Trinidad and Tobago,2020,0.009,99.991,0.0,10.317,89.674
TTO,Trinidad and Tobago,2021,0.009,99.991,0.0,9.849,90.142
TTO,Trinidad and Tobago,2022,0.009,99.991,0.0,10.598,89.394
TTO,Trinidad and Tobago,2023,0.009,99.991,0.0,11.413,88.578
TUR,Turkey,1980,10.777,89.223,27.595,61.629,0.0
TUR,Turkey,1981,11.839,88.161,27.935,60.226,0.0
TUR,Turkey,1982,12.066,87.934,28.752,59.078,0.104
TUR,Turkey,1983,9.331,90.669,30.556,60.003,0.111
TUR,Turkey,1984,10.516,89.484,32.631,56.75,0.102
TUR,Turkey,1985,8.719,91.281,36.147,55.012,0.122
TUR,Turkey,1986,7.911,92.089,36.486,54.647,0.956
TUR,Turkey,1987,10.896,89.104,33.854,54.2,1.049
TUR,Turkey,1988,15.44,84.56,29.851,52.534,2.175
TUR,Turkey,1989,9.725,90.275,34.15,50.256,5.869
TUR,Turkey,1990,11.585,88.415,33.476,49.143,5.796
TUR,Turkey,1991,11.138,88.862,35.014,46.896,6.952
TUR,Turkey,1992,12.401,87.599,33.198,47.163,7.238
TUR,Turkey,1993,14.592,85.408,28.299,49.805,7.304
TUR,Turkey,1994,13.571,86.429,29.291,49.145,7.993
TUR,Turkey,1995,14.165,85.835,27.33,49.262,9.242
TUR,Turkey,1996,14.756,85.244,28.193,47.186,9.865
TUR,Turkey,1997,13.917,86.083,30.093,44.4,11.589
TUR,Turkey,1998,14.377,85.623,30.465,43.211,11.948
TUR,Turkey,1999,12.09,87.91,29.026,44.114,14.77
TUR,Turkey,2000,10.096,89.904,30.445,43.204,16.255
TUR,Turkey,2001,8.632,91.368,27.505,44.196,19.668
TUR,Turkey,2002,10.918,89.082,26.272,43.307,19.503
TUR,Turkey,2003,10.734,89.266,26.802,40.267,22.196
TUR,Turkey,2004,13.0,87.0,26.591,38.494,21.915
TUR,Turkey,2005,10.807,89.193,26.05,37.139,26.004
TUR,Turkey,2006,10.874,89.126,27.731,34.792,26.604
TUR,Turkey,2007,8.326,91.674,29.346,33.305,29.024
TUR,Turkey,2008,7.784,92.216,29.397,32.673,30.147
TUR,Turkey,2009,8.472,91.528,30.283,32.827,28.419
TUR,Turkey,2010,11.71,88.29,29.389,30.107,28.793
TUR,Turkey,2011,11.392,88.608,29.675,27.421,31.512
TUR,Turkey,2012,12.031,87.969,30.082,27.185,30.702
TUR,Turkey,2013,13.033,86.967,26.191,29.406,31.369
TUR,Turkey,2014,9.501,90.499,29.027,29.245,32.227
TUR,Turkey,2015,13.673,86.327,25.603,31.6,29.124
TUR,Turkey,2016,13.986,86.014,26.975,32.197,26.842
TUR,Turkey,2017,12.632,87.368,25.811,32.553,29.004
TUR,Turkey,2018,14.13,85.87,26.725,32.583,26.562
TUR,Turkey,2019,18.384,81.616,26.569,31.419,23.629
TUR,Turkey,2020,18.103,81.897,26.102,30.258,25.538
TUR,Turkey,2021,15.696,84.304,24.842,29.956,29.506
TUR,Turkey,2022,18.036,81.964,24.964,30.979,26.021
TUR,Turkey,2023,18.326,81.674,23.886,33.119,24.669
TKM,Turkmenistan,1985,0.006,99.994,2.617,40.25,57.127
TKM,Turkmenistan,1986,0.005,99.995,2.103,23.543,74.35
TKM,Turkmenistan,1987,0.005,99.995,2.114,23.641,74.241
TKM,Turkmenistan,1988,0.005,99.995,1.799,23.465,74.731
TKM,Turkmenistan,1989,0.005,99.995,2.043,22.814,75.139
TKM,Turkmenistan,1990,0.005,99.995,2.658,39.708,57.628
TKM,Turkmenistan,1991,0.006,99.994,2.561,35.249,62.184
TKM,Turkmenistan,1992,0.008,99.992,1.163,34.87,63.959
TKM,Turkmenistan,1993,0.011,99.989,0.0,30.632,69.357
TKM,Turkmenistan,1994,0.008,99.992,0.043,28.979,70.97
TKM,Turkmenistan,1995,0.011,99.989,0.056,27.121,72.813
TKM,Turkmenistan,1996,0.009,99.991,0.339,24.135,75.518
TKM,Turkmenistan,1997,0.011,99.989,0.0,31.753,68.236
TKM,Turkmenistan,1998,0.012,99.988,0.0,26.554,73.434
TKM,Turkmenistan,1999,0.011,99.989,0.0,25.116,74.873
TKM,Turkmenistan,2000,0.007,99.993,0.0,45.026,54.967
TKM,Turkmenistan,2001,0.006,99.994,0.0,30.747,69.247
TKM,Turkmenistan,2002,0.007,99.993,0.0,42.47,57.524
TKM,Turkmenistan,2003,0.005,99.995,0.0,30.829,69.166
TKM,Turkmenistan,2004,0.005,99.995,0.0,38.793,61.203
TKM,Turkmenistan,2005,0.005,99.995,0.0,33.537,66.458
TKM,Turkmenistan,2006,0.005,99.995,0.0,33.384,66.611
TKM,Turkmenistan,2007,0.005,99.995,0.0,32.72,67.275
TKM,Turkmenistan,2008,0.005,99.995,0.0,49.046,50.948
TKM,Turkmenistan,2009,0.004,99.996,0.0,24.487,75.509
TKM,Turkmenistan,2010,0.003,99.997,0.0,25.951,74.046
TKM,Turkmenistan,2011,0.004,99.996,0.0,22.33,77.667
TKM,Turkmenistan,2012,0.003,99.997,0.0,27.308,72.689
TKM,Turkmenistan,2013,0.005,99.995,0.0,27.77,72.226
TKM,Turkmenistan,2014,0.006,99.994,0.0,29.628,70.366
TKM,Turkmenistan,2015,0.007,99.993,0.0,21.214,78.779
TKM,Turkmenistan,2016,0.007,99.993,0.0,27.96,72.032
TKM,Turkmenistan,2017,0.008,99.992,0.0,23.475,76.517
TKM,Turkmenistan,2018,0.007,99.993,0.0,22.292,77.701
TKM,Turkmenistan,2019,0.007,99.993,0.0,20.868,79.124
TKM,Turkmenistan,2020,0.006,99.994,0.0,22.893,77.102
TKM,Turkmenistan,2021,0.006,99.994,0.0,19.54,80.454
TKM,Turkmenistan,2022,0.005,99.995,0.0,20.429,79.565
TKM,Turkmenistan,2023,0.006,99.994,0.0,19.493,80.502
UKR,Ukraine,1985,1.072,93.593,35.593,27.378,30.621
UKR,Ukraine,1986,1.061,94.684,35.173,27.345,32.167
UKR,Ukraine,1987,0.936,94.146,34.128,27.838,32.179
UKR,Ukraine,1988,1.163,91.816,32.175,25.554,34.088
UKR,Ukraine,1989,1.032,92.191,30.659,25.522,36.01
UKR,Ukraine,1990,0.916,92.447,30.297,24.209,37.941
UKR,Ukraine,1991,1.089,91.927,28.695,24.762,38.47
UKR,Ukraine,1992,0.867,91.019,33.428,18.776,38.814
UKR,Ukraine,1993,1.386,89.164,33.986,15.423,39.755
UKR,Ukraine,1994,1.781,88.098,31.75,15.606,40.742
UKR,Ukraine,1995,1.5,87.876,32.169,16.586,39.12
UKR,Ukraine,1996,1.396,85.736,25.982,11.05,48.704
UKR,Ukraine,1997,1.653,85.026,26.288,13.257,45.481
UKR,Ukraine,1998,2.738,84.178,27.936,12.576,43.667
UKR,Ukraine,1999,2.529,84.751,28.047,9.615,47.089
UKR,Ukraine,2000,1.985,84.408,28.394,9.018,46.996
UKR,Ukraine,2001,2.138,84.343,28.041,10.09,46.212
UKR,Ukraine,2002,1.709,84.477,28.395,10.313,45.768
UKR,Ukraine,2003,1.593,84.418,28.467,10.408,45.543
UKR,Ukraine,2004,2.023,83.042,27.159,10.512,45.371
UKR,Ukraine,2005,2.086,82.984,27.144,10.652,45.187
UKR,Ukraine,2006,2.136,82.945,28.841,10.796,43.309
UKR,Ukraine,2007,1.736,82.988,30.791,11.196,41.001
UKR,Ukraine,2008,2.014,82.74,31.264,11.12,40.356
UKR,Ukraine,2009,2.408,81.153,31.509,12.703,36.941
UKR,Ukraine,2010,2.464,81.179,31.342,11.396,38.44
UKR,Ukraine,2011,1.981,82.09,32.875,10.975,38.239
UKR,Ukraine,2012,2.021,81.805,34.59,11.123,36.092
UKR,Ukraine,2013,2.878,81.5,35.368,11.117,35.015
UKR,Ukraine,2014,2.199,79.088,34.426,11.115,33.546
UKR,Ukraine,2015,1.85,75.914,31.875,11.975,32.063
UKR,Ukraine,2016,2.277,78.239,36.151,11.989,30.099
UKR,Ukraine,2017,2.87,75.052,30.914,12.981,31.156
UKR,Ukraine,2018,3.282,75.841,32.445,12.997,30.398
UKR,Ukraine,2019,3.22,75.183,31.879,13.557,29.747
UKR,Ukraine,2020,4.707,74.661,29.136,13.354,32.171
UKR,Ukraine,2021,5.89,71.218,28.557,13.276,29.386
UKR,Ukraine,2022,7.503,67.587,20.31,17.494,29.782
UKR,Ukraine,2023,8.777,69.396,18.476,18.733,32.187
ARE,United Arab Emirates,1980,0.0,100.0,0.0,55.648,44.352
ARE,United Arab Emirates,1981,0.0,100.0,0.0,51.919,48.081
ARE,United Arab Emirates,1982,0.0,100.0,0.0,53.246,46.754
ARE,United Arab Emirates,1983,0.0,100.0,0.0,55.551,44.449
ARE,United Arab Emirates,1984,0.0,100.0,0.0,50.934,49.066
ARE,United Arab Emirates,1985,0.0,100.0,0.0,51.065,48.935
ARE,United Arab Emirates,1986,0.0,100.0,0.0,50.968,49.032
ARE,United Arab Emirates,1987,0.0,100.0,0.0,49.943,50.057
ARE,United Arab Emirates,1988,0.0,100.0,0.0,54.202,45.798
ARE,United Arab Emirates,1989,0.0,100.0,0.0,50.5,49.5
ARE,United Arab Emirates,1990,0.0,100.0,0.0,52.204,47.796
ARE,United Arab Emirates,1991,0.0,100.0,0.0,52.83,47.17
ARE,United Arab Emirates,1992,0.0,100.0,0.0,55.049,44.951
ARE,United Arab Emirates,1993,0.0,100.0,0.0,54.781,45.219
ARE,United Arab Emirates,1994,0.0,100.0,0.0,52.349,47.651
ARE,United Arab Emirates,1995,0.0,100.0,0.0,50.151,49.849
ARE,United Arab Emirates,1996,0.0,100.0,0.0,47.024,52.976
ARE,United Arab Emirates,1997,0.0,100.0,0.0,45.777,54.223
ARE,United Arab Emirates,1998,0.0,100.0,0.0,44.524,55.476
ARE,United Arab Emirates,1999,0.0,100.0,0.0,43.098,56.902
ARE,United Arab Emirates,2000,0.0,100.0,0.0,42.805,57.195
ARE,United Arab Emirates,2001,0.0,100.0,0.04,41.846,58.115
ARE,United Arab Emirates,2002,0.0,100.0,0.185,39.768,60.046
ARE,United Arab Emirates,2003,0.0,100.0,0.204,41.279,58.517
ARE,United Arab Emirates,2004,0.0,100.0,0.217,41.708,58.075
ARE,United Arab Emirates,2005,0.0,100.0,0.24,41.573,58.187
ARE,United Arab Emirates,2006,0.0,100.0,0.442,42.528,57.03
ARE,United Arab Emirates,2007,0.0,100.0,0.193,41.229,58.578
ARE,United Arab Emirates,2008,0.0,100.0,0.425,37.797,61.778
ARE,United Arab Emirates,2009,0.002,99.998,0.344,37.435,62.219
ARE,United Arab Emirates,2010,0.005,99.995,0.787,38.26,60.948
ARE,United Arab Emirates,2011,0.005,99.995,0.507,39.115,60.373
ARE,United Arab Emirates,2012,0.006,99.994,1.497,38.977,59.521
ARE,United Arab Emirates,2013,0.02,99.98,1.818,41.077,57.085
ARE,United Arab Emirates,2014,0.07,99.93,2.021,41.646,56.263
ARE,United Arab Emirates,2015,0.062,99.938,1.631,40.041,58.266
ARE,United Arab Emirates,2016,0.063,99.937,1.686,41.9,56.351
ARE,United Arab Emirates,2017,0.154,99.846,2.043,43.62,54.183
ARE,United Arab Emirates,2018,0.263,99.737,1.972,46.449,51.316
ARE,United Arab Emirates,2019,0.744,99.256,1.699,42.46,55.097
ARE,United Arab Emirates,2020,1.082,98.579,2.09,39.305,57.184
ARE,United Arab Emirates,2021,1.243,96.66,2.433,41.51,52.717
ARE,United Arab Emirates,2022,1.411,94.932,2.065,43.698,49.17
ARE,United Arab Emirates,2023,2.514,91.608,1.988,42.731,46.889
GBR,United Kingdom,1980,0.462,95.214,34.753,40.75,19.711
GBR,United Kingdom,1981,0.531,94.908,35.551,38.807,20.549
GBR,United Kingdom,1982,0.552,94.095,33.599,39.777,20.719
GBR,United Kingdom,1983,0.55,93.395,33.78,38.102,21.513
GBR,United Kingdom,1984,0.55,92.9,24.016,46.862,22.022
GBR,United Kingdom,1985,0.46,92.428,30.644,39.062,22.722
GBR,United Kingdom,1986,0.54,92.769,32.2,38.093,22.476
GBR,United Kingdom,1987,0.475,93.259,33.039,37.101,23.119
GBR,United Kingdom,1988,0.547,92.348,31.656,38.956,21.736
GBR,United Kingdom,1989,0.534,91.442,30.44,39.782,21.221
GBR,United Kingdom,1990,0.643,92.062,30.17,39.973,21.919
GBR,United Kingdom,1991,0.578,91.756,29.599,38.967,23.19
GBR,United Kingdom,1992,0.704,90.896,28.01,39.657,23.228
GBR,United Kingdom,1993,0.635,89.702,24.119,39.41,26.174
GBR,United Kingdom,1994,0.785,89.551,22.795,39.475,27.281
GBR,United Kingdom,1995,0.752,89.543,21.676,38.879,28.988
GBR,United Kingdom,1996,0.615,89.535,19.326,38.003,32.206
GBR,United Kingdom,1997,0.788,88.819,17.543,37.568,33.708
GBR,United Kingdom,1998,0.943,88.606,16.967,36.871,34.768
GBR,United Kingdom,1999,1.06,88.901,15.155,36.557,37.189
GBR,United Kingdom,2000,1.087,90.022,16.072,35.819,38.131
GBR,United Kingdom,2001,1.043,89.689,16.851,35.284,37.554
GBR,United Kingdom,2002,1.237,89.591,15.827,35.832,37.932
GBR,United Kingdom,2003,1.194,89.729,16.645,35.595,37.489
GBR,United Kingdom,2004,1.549,90.375,16.111,36.274,37.99
GBR,United Kingdom,2005,1.86,90.031,16.278,37.022,36.73
GBR,United Kingdom,2006,2.047,90.403,18.002,37.123,35.278
GBR,United Kingdom,2007,2.337,91.212,17.429,37.106,36.676
GBR,United Kingdom,2008,2.81,91.766,16.464,36.982,38.32
GBR,United Kingdom,2009,2.989,89.504,14.351,37.392,37.761
GBR,United Kingdom,2010,3.043,90.401,14.375,36.122,39.904
GBR,United Kingdom,2011,4.268,88.041,15.394,37.394,35.253
GBR,United Kingdom,2012,4.869,87.462,19.072,35.888,32.502
GBR,United Kingdom,2013,6.655,85.748,18.295,35.347,32.106
GBR,United Kingdom,2014,8.506,84.265,15.652,37.391,31.222
GBR,United Kingdom,2015,10.562,81.576,12.243,37.526,31.807
GBR,United Kingdom,2016,10.659,81.267,6.324,39.149,35.794
GBR,United Kingdom,2017,12.44,79.69,5.112,39.565,35.012
GBR,United Kingdom,2018,13.98,78.758,4.326,39.056,35.376
GBR,United Kingdom,2019,15.684,77.919,3.17,38.933,35.817
GBR,United Kingdom,2020,19.068,74.612,3.2,33.983,37.429
GBR,United Kingdom,2021,17.482,76.764,3.257,34.511,38.996
GBR,United Kingdom,2022,19.072,75.077,2.977,36.687,35.413
GBR,United Kingdom,2023,19.976,74.837,2.673,38.838,33.326
